contentid,overview,homepage,addr1,cat1,cat2,cat3,firstimage,mapx,mapy,title,sigungu
147656,"경기 전은 조선왕조를 연 태조의 초상화, 즉 어진을 봉안하고, 제사를 지내기 위해 태종 10년(1410년) 지어진 건물이다. 전주, 경주, 평양 등의 어진 봉양처를 처음에는 어용 전이라고 불리었는데, 태종 12년(1412년)에 태조 진전(眞展)이라 하였다가 세종 24년 (1442년)에 전주는 경기 전, 경주는 집경전, 평양은 영숭전이라 각각 칭하였다. 경기 전은 선조 30년(1597년) 정유재란 때 소실되었으나 광해군 6년(1614년) 중건되었다. 경기 전은 누구든 말에서 내려야 한다는 신성함을 표시한 하마비, 붉은 색칠을 한 홍살문, 외신문, 내신문 그리고 어진을 모신 정전으로 구성되어 있다. 왕실 사당임을 감안할 때 신문(神門)이라고 호칭되며 홍살문 안쪽 내·외신문의 세 문을 통과할 땐 ‘동입서출’, 다시 말해 동쪽(오른쪽)으로 들어가 서쪽(왼쪽)으로 나와야 한다. 가운데는 태조의 혼령이 드나드는 ‘신도’이기 때문이다. 경기 전은 조선 태조 이성계의 어진 봉안과 함께 전주사고(史庫)가 설치되었다는 점에서 매우 중요한 의미를 안고 있다. 경기 전에 사고가 설치된 것은 1439년(세종 21년)의 일이다. 경내에는 태조의 영정을 봉안한 경기 전(유형문화재)과 그의 22대 조이며 전주 이 씨의 시조인 신라 사공공(司空公) 이한(李翰) 부부의 위패를 봉안한 조경묘 (肇慶廟·유형문화재)가 있다. 특히 태조 어진(국보)과 함께 현존하는 조선왕조 어진들이 모셔진 어진박물관도 자리하고 있다. 경기전이 오랫동안 관광객과 시민들로부터 사랑을 받아온 이유 가운데 하나는 도심 속에 담긴 고풍스러운 모습과 우거진 수목 덕분이다. 경기 전에는 다양한 수종의 나무가 있다.  

(출처 : 전주시 문화관광 홈페이지)

◎ 한류의 매력을 만나는 여행 정보
도심 한가운데 있는 조선 시대의 고풍스러운 공간으로 정전, 돌담, 대나무숲 등이 사극의 분위기를 한껏 살린다. 먹거리, 놀 거리가 풍부한 전주한옥마을 안에 있어 전동성당과 함께 돌아보기 좋으며 주변에 한복대여소가 많아 한복을 입고 돌아보기를 추천한다.",https://tour.jeonju.go.kr/board/view.jeonju?boardId=BBS,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),A02,A0201,A02010100,http://tong.visitkorea.or.kr/cms/resource/74/3422574_image2_1.jpg,127.1500366062,35.8142143363,경기전, 전주시
2605528,"경암동 철길마을은 1944년 전라북도 군산시 경암동에 준공하여 페이퍼 코리아 공장과 군산역을 연결하는 총연장 2.5km 철로 주변의 마을을 총괄하여 붙인 이름이다. 명칭의 유래는 마을이 위치한 행정 구역 명칭에 따라 철로 주변에 형성된 마을을 경암동 철길 마을이라 불렀다. 1944년 일제 강점기 개설된 철도 주변에 사람들이 모여 살기 시작하면서 동네를 이루었고, 1970년대 들어 본격적으로 마을이 형성되었다. 현재는 기차는 운행하지 않지만, 철길이 그대로 남아 근대 추억을 자극하는 군산의 관광명소이다. 
경암동 철길은 일제 강점기인 1944년에 신문 용지 재료를 실어 나르기 위해 최초로 개설되었다. 1950년대 중반까지는 ‘북선 제지 철도’라고 불렀으며, 1970년대 초까지는 ‘고려 제지 철도’, 그 이후에는 ‘세대 제지선’ 혹은 ‘세풍 철도’라고 불리다가 세풍 그룹이 부도나면서 새로 인수한 업체 이름을 따서 현재는 ‘페이퍼 코리아선’으로 불리고 있다.
경암동 철길마을은 1970~80년대의 풍경을 재현하여 레트로 감성을 느낄 수 있는 곳으로 유명하다. 곳곳에는 오래된 주택과 가게들이 남아 있어, 마치 과거로 시간 여행을 온 듯한 느낌을 받을 수 있다. 또한, 철길 양옆으로 뽑기, 달고나, 딱지 등을 팔고 있고, 예전의 교복을 입고 사진 찍기 등 먹거리, 즐길거리가 있어 여행객들에게 인기가 많다.",https://www.gunsan.go.kr/tour/m2099/view/433883?,전북특별자치도 군산시 경촌4길 14,A02,A0203,A02030100,http://tong.visitkorea.or.kr/cms/resource/50/3080250_image2_1.JPG,126.7362330582,35.9813520474,경암동 철길마을, 군산시
2784663,"경천저수지는 전라북도 완주군 화산면 성북리에 있는 농업 관개용 저수지이다. 경천저수지의 유역 면적은 9,765㏊, 만수 면적은 319㏊이며 홍수 면적은 369㏊이다. 저수지 제방 아래 피는 벚꽃은 아름다운 경관을 자랑하며 저수지 북쪽의 고성산성은 백제 시대 축조된 산성으로 화산면 일대를 한눈에 조망할 수 있다. 서쪽으로 호남고속도로가 지나고, 익산시 미륵사지를 중심으로 한 관광 명소에 인접해 있다. 경천저수지에서 잡히는 참붕어는 전국적으로 유명하다. 아름다운 풍경 속에서 캠핑을 즐길 수 있는 완주 자연쉼터빌리지가 있다.",https://www.wanju.go.kr/tour/index.9is,전북특별자치도 완주군 화산면 성북리,A01,A0101,A01011800,http://tong.visitkorea.or.kr/cms/resource/41/3360041_image2_1.JPG,127.2395171794,36.0381431707,경천저수지, 완주군
1956430,"공의로 김지대(1190~1266)의 충효를 기리기 위해 현재의 경상남도 밀양군 청도면 두곡리에 남계서원을 창건하여 위패를 모셨다. 사당의 명칭을 충효사라 하고 선현 배향과 지방 교육을 담당하다가, 고종 51년(1868) 대원군의 서원 철폐령으로 훼철되었다. 위패는 뒷산에 묻고 단을 세워 향사하다가, 1907년에는 후손들이 강당인 쌍수당을 중건하기도 하였다. 그 뒤 전라북도 무장향교 관내 유생들이 발의하여 1982년 현재의 이곳으로 옮겨 복원하고, 명칭을 계산서원이라 하였다. 서원 내에는 사당인 상충사 3칸, 강당인 경의당 4칸, 감모재 5칸, 내삼문, 정문인 쌍수문, 고직사 등이 있다.",,전북특별자치도 고창군 상하면 상라길 117,A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/48/3342148_image2_1.jpg,126.5044059903,35.4561440235,계산서원, 고창군
1624939,"계화도는 원래는 작은 섬이었으나 간척사업으로 육지화되어 계화면이 되었다. 이곳의 최고봉은 해발 246m의 계화산이며, 정상에 봉수대가 있다. 계화도의 북쪽 끝의 양지마을은 예전에는 ‘광당(光堂)’이라고 불려 왔으나 구한말 간재 선생이 이곳에서 후학을 양성하면서 양지로 불렸다고 한다. 
이곳의 계화조류지는 서해권에서 보기 드문 일출 명소로 둑에 일렬로 늘어선 방풍림 소나무가 뒤로 일출이 아름다워 많은 사진작가가 찾는 곳이다. 계화면 계화초등학교 앞에 있으며 일출을 감상하도록 데크가 마련되어 있다. 또한, 드넓은 농경지와 갈대숲, 각종 야생조수가 서식하여 조수 보호구로 지정, 관리되고 있는 곳이다. 
화산과 지진이 활발했던 중생대 백악기에 만들어진 계화도의 역암 지역은 전북지질명소로 지정되어 있다.",https://www.buan.go.kr/town/index.buan?menuCd=DOM,전북특별자치도 부안군 계화면,A02,A0203,A02030100,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.6323167359,35.7890027689,계화도, 부안군
131279,"고군산군도는 16개의 유인도와 47개의 무인도로 이루어진 섬의 군락으로  ‘한국인이 꼭 가봐야 할 한국관광 100선’에 선정된 바 있다. 대표적으로 선유도, 대장도, 무녀도를 볼 수 있는데 아름다운 해변을 조망하며 해변 산책로와 스카이라인 등 다양한 체험을 즐길 수 있다. 이전에는 여객선으로밖에 갈 수 없었는데 고군산 연결도로 개통으로 자동차로 갈 수 있게 되었다. 섬 주변의 물이 얕고 모래가 깨끗해 해수욕이 가능하며 어자원이 풍부해 바다낚시나 스킨스쿠버 등 레저 관광객들이 많이 찾는다.",http://www.gunsan.go.kr/tour/,전북특별자치도 군산시 옥도면 대장도리,A01,A0101,A01011300,http://tong.visitkorea.or.kr/cms/resource/59/3460059_image2_1.jpg,126.4712109761,35.8168440944,고군산군도, 군산시
2703743,"고군산대교는 고군산군도에 있는 길이 400m의 다리로, 세계에서 가장 긴 외팔 현수교이다. 고군산군도에 설치된 6개 교량인 신시해안교, 고군산대교, 신시교, 무녀교, 선유교, 장자교 가운데 하나이다. 신시도와 무녀도를 연결하는 대교이다. 
2009년부터 추진된 고군산군도연결도로사업의 일환으로 건설되었다. 한국에서 처음으로 시도된 1주탑 방식의 현수교이다. 대부분의 현수교는 두 개의 주탑(주케이블을 지탱하는 구조물)에 연결한 주케이블에서 수직으로 행어케이블(보조케이블)을 내려 교량 상판을 유지한다. 하지만 단등교는 한 개의 주탑에 연결한 주케이블에 행어케이블을 매달아 상판을 들어 올리는 방식으로 만들어졌다. 
주탑의 높이는 약 110m로, 돛을 형상화한 D자형으로 만들어져 그 자체로 근사한 볼거리가 되고 있다.",,전북특별자치도 군산시 옥도면,A02,A0205,A02050100,http://tong.visitkorea.or.kr/cms/resource/36/3426836_image2_1.jpg,126.4443606944,35.8130885149,고군산대교, 군산시
297980,"고림사는 진안군 부귀산에 있는 대한불교조계종 제17교구 금산사의 말사이다. 고림사는 672년(신라 문무왕 12) 원효 스님이 부귀산에서 수도한 것이 계기가 되어 창건하였다는 설이 있으나 정확한 건립 연대는 알 수 없다. 원효 스님은 삼국통일의 대업이 회삼귀일[會三歸一]의 원리대로 원만히 성취되기를 소망하여 부안의 변산, 진안의 부귀산 등 주로 편안할 안[安]자가 들어 있는 곳을 찾아 수도했는데, 그 자리가 곧 고림사 근처에 있는 좌선대라고 한다. 그 후 근대에 이르기까지의 역사는 잘 전하지 않는데, 다만 고려 때는 절을 상림사 혹은 운림사로 불렀다고 한다.  고림사라는 이름은 절 주위에 수백 년 된 거목들이 가득 들어 차 있어 언제부터인가 그렇게 불렀다고 한다. 근대에 와서 1928년에 절 전체가 불에 타 없어졌다가 1925년에 진안의 관공서 건물을 해체하면서 그 해체된 나무를 신도들이 짊어지고 메어 날라 법당을 지었다고 한다. 완전히 소실된 것을 정면 5칸, 측면 2칸, 팔작지붕 1동으로 중건하였는데 관음전에 모셔져 있는 관음상은 화재 속에서 구해낸 유일한 유물이다.",https://jinan.go.kr/tour/sub,전북특별자치도 진안군 진안읍 상역로 174-96,A02,A0201,A02010800,http://tong.visitkorea.or.kr/cms/resource/12/3368512_image2_1.JPG,127.4042253049,35.8072056779,고림사, 진안군
1625224,"향교는 공자와 여러 성현께 제사를 지내고 지방민의 교육과 교화를 위해 나라에서 세운 교육기관이다. 고부향교는 처음 지은 정확한 연대는 알 수 없으나, 임진왜란 때 불타 없어진 것을 선조 30년(1597)에 지금 있는 자리로 옮겨 세운 것이라고 한다. 현재 남아있는 건물로는 대성전, 명륜당, 동무·서무, 직사, 내삼문, 외삼문, 홍살문 등이며, 전해오는 유물로는 제기, 제복, 서적들이 있다. 대성전은 제사를 지내는 공간으로, 교육 공간인 명륜당보다 위쪽에 있다. 규모는 앞면 5칸·옆면 3칸이고, 지붕은 옆면에서 볼 때 사람 인(人) 자 모양인 맞배지붕이다. 안쪽에는 공자를 비롯하여 중국과 우리나라 성현의 위패를 모시고 있다.",https://www.jeongeup.go.kr/culture/board/view.jeongeup?menuCd=DOM,전북특별자치도 정읍시 고부면 교동4길 18,A02,A0201,A02010700,http://tong.visitkorea.or.kr/cms/resource/82/3365682_image2_1.JPG,126.7707336667,35.6216686028,고부향교, 정읍시
126390,"정읍 고사부리성은 해발 132m의 성황산 정상부 두 봉우리를 감싸고 있는 성으로 백제시대 처음 쌓고 통일신라 때 고쳐 쌓았으며, 조선시대 영조 41년에 관아가 현재 고부초등학교 자리로 옮겨질 때까지 활용하였다. 
조선시대 전기까지는 돌로 쌓은 성이었으나 조선 후기에 흙으로 다시 쌓았다. 둘레는 1,050m이다. 백제시대에서 조선시대에 이르는 여러 가지 유물과 건물터, 우물터, 물 저장소 등이 확인되었다. 상부상항이라 새겨진 백제시대 기와와 말을 탄 병사의 모습이 새겨진 기와가 출토되어 이곳이 백제시대 5 방성 가운데 중방성의 터였음을 확인해 주고 있다.
정읍 고사부리성은 잔존상태가 양호한 다양한 유구와 유물로 인해 우리나라의 고대 산성 연구에 중요하고 획기적인 자료가 되는 중요 문화유적으로 역사적·학술적 가치가 크다. 
주변 관광지로 고부향교, 장문리오층석탑, 군자장, 남복리 미륵암석불, 용흥리 석불입상이 있다.",https://www.jeongeup.go.kr/culture/board/view.jeongeup?boardId=BBS,전북특별자치도 정읍시 고부면 고부리,A02,A0201,A02010200,https://cdn-icons-png.flaticon.com/512/1174/1174795.png,126.7690254087,35.6246710103,고사부리성(고부구읍성), 정읍시
127865,"부안군 변산면 운산리에 있는 해수욕장으로, 약 2km에 이르는 백사장과 방풍을 위해 심어 놓은 약 300m의 넓고 긴 소나무 숲이 장관을 이룬다. 일대의 해수욕장 중에서 가장 큰 규모를 자랑한다. 서해의 다른 해수욕장보다 물이 맑고 깨끗하며 모래도 곱고 부드럽기로 정평이 나 있다. 물의 수온도 적당해서 여름철이면 해수욕을 즐기러 오는 가족 단위 관광객이 많이 찾는 곳이다. 소나무숲은 해수욕을 즐긴 후 그늘에서 휴식을 취하거나 야영장으로 적당하다. 또 서해의 해수욕장답게 일몰이 아름답기로 유명하다. 매월 음력 보름이나 그믐쯤에는 해수욕장에서 이곳까지 사람들이 현대판 모세의 기적이라고 부르는 약 2km의 바닷길이 열린다. 이때에는 섬까지 걸어갈 수 있으며, 조개나 낙지, 해삼 등을 잡는 즐거움도 누릴 수 있다. 해수욕장 앞에는 새우 모양을 닮았다 하여 하섬으로 불리는 작은 섬이 있는데 원불교 재단의 소유로 일반인들은 사전에 허가를 받아야 섬에 들어갈 수 있지만 바닷길이 열리면 섬까지 갯벗체험은 가능하다.",http://www.ibuan.co.kr/tour03,전북특별자치도 부안군 변산면 노루목길 8-8,A01,A0101,A01011200,http://tong.visitkorea.or.kr/cms/resource/67/636167_image2_1.jpg,126.5082532575,35.6619179225,고사포해수욕장, 부안군
1595802,"대산면, 성송면에 걸쳐 있는 고산은 해발 527m의 산이다. 고산은 높지는 않지만 주변 평야에 솟아 있어서 1,000m 높이의 다른 산들과 비교해도 뒤지지 않을 정도이다. 산 정상에선 주변 경치를 한눈에 바라 볼 수 있고 울창한 송림과 여러 기암괴석이 산행하는 이의 눈을 즐겁게 한다. 고산에는 용추굴, 각시봉, 깃대봉, 매바위, 용두암, 거북바위, 촛대봉, 치마바위 등의 전설이 전해 내려오고 있고 복분자 산딸기 평전과 늪지대 등 자연생태가 잘 보존되어 있다. 
고산에는 선사시대의 고인돌이 수백여기 있으며, 후삼국시대에 쌓은 고산산성이 자리잡고 있다. 고산산성의 길이는 약 5,000m 정도이고 높이 5m인데 지형에 따라 다르며 자연을 이용한 토석 혼축성이다.
축성 양식은 포곡형이고 석축의 공법은 내탁법을 써서 외면은 석축으로 쌓고 내면은 흙과 잡석으로 다져서 축성 하였다. 외면은 자연석을 수직 혹은 물림 쌓기로 아랫돌에 비해 윗돌을 5~6cm씩 안으로 물려 쌓은 방식을 썼다.
성문은 남문과 북문의 형태가 남아 있으나 동문과 서문은 찾아볼 수 없다. 문헌에는 산성의 둘레가 8,100척이고 내유3천이라는 기록이 있으며, 성내에는 용지와 서봉사, 수고암등이 있었음을 알 수 있다. 현재 산성의 형태는 600m 정도가 남아 있고 거의 도태된 상태이다.",https://tour.gochang.go.kr/,전북특별자치도 고창군 대산면,A01,A0101,A01010400,http://tong.visitkorea.or.kr/cms/resource/56/3055356_image2_1.jpg,126.6408164587,35.33017726,고산, 고창군
