contentid,overview,tel,homepage,zipcode
2740134,"강천산캠핑 (뜨란채)는 강천산 캠핑리조트 내에 위치한 캠핑장으로 카라반, 펜션, 식당을 함께 운영하고 있다. 펜션은 10개 객실, 카라반은 7대가 마련되어 있고, 4명에서 최대 6명까지 가족단위로 이용할 수 있다. 카라반은 5평의 면적임에도 일상생활에 불편함이 없을 정도의 캠핑시설을 다 갖추고 있다. 침실은 메인 침실과 2층짜리 간이 침실이 있으며, 신발장과 필수 주방도구 등이 구비되어 있다. 또한 굴비한정식, 생선구이 등을 판매하는 식당에서 식사를 해결할 수도 있다.  식당의  조식 서비스를 이용할 수도 있는데 하루 전에 예약을 하면 1인 9,000원 가격에 ‘가정식밥상’을 제공한다. 조식시간은 오전 9시~10시다. 식당 이용객들에겐 커피 할인권을 제공하고 있어, 공기 좋은 카페테라스에서 커피 한 잔의 여유를 즐길 수 있다.",,"<a href=""http://www.kangchunsancamping.com/"" target=""_blank"" title=""새창 : 강천산캠핑 캠핑장 사이트로 이동"">http://www.kangchunsancamping.com/</a>",56020
127651,"강천산휴양농원은 전북 순창군 구림면에 위치한 곳으로 1990년부터 터를 닦아 1997년 본격적인 관광농원으로 문을 열었다. 강천사 입구 삼거리에서 정읍 쪽으로 1.5㎞ 거리인 중바위 유원지 안에 자리 잡고 있다. 33,058㎡(1만여 평)에 이르는 산자락에 잔디마당과 산장 형태의 숙박시설, 허브온실을 갖춘 허브전문 관광농원이다. 농원 안에는 숙박시설 외에도 자연 하천을 이용한 물놀이가 가능하며, 강천산 계곡 등 들러 볼 곳이 많다.",,"<a href=""http://www.kangchunsan.com/index.asp"" target=""_blank"" title=""새창: 강천산휴양농원 홈페이지로 이동"">http://www.kangchunsan.com</a>",56013
1855052,"강촌떡갈비는 전주 남천교 한옥마을 입구에 있는 떡갈비 전문 음식점으로 직접 손으로 만든 수제 떡갈비로 유명하다. 대표 메뉴로는 떡갈비, 낙지볶음, 간장게장백반 등이 있다.",063-283-0600,,55045
1607032,"지리산 정령치에 연이은 고리봉 아래 개령암 터 뒤 절벽에 새긴 이 마애불상군은 크고 작은 12구의 불상으로 이루어진 규모가 큰 불상군이다.
울퉁불퉁한 자연 암벽이어서 조각 자체의 양각도 고르지 못하고 훼손도 심한 편이나 3구는 비교적 잘 남아 있다. 이 가운데 가장 거대한 불상은 4m나 되는데 조각 솜씨도 제일 뛰어나 본존불로 여겨진다. 얼굴은 돋을새김이지만 신체의 옷 주름은 선으로 처리를 하고 있어 일반적인 고려 마애불의 수법을 따르고 있다. 또한 큼직한 얼굴과 형식화된 이목구비, 장대해진 체구와 간략해진 옷주름 등에서도 고려시대에 유행하던 거대 불상의 특징을 보여주고 있다. 1∼2m의 작은 불상들 역시 조각 수법이 모두 같으며, 각 부분의 양식이 비슷한 것으로 보아서 같은 시대에 만들어진 것으로 보인다.
이처럼 규모가 큰 불상군은 희귀한 예로서 명문까지 새겨져 있다는 점에서 마애불 연구에 소중한 자료가 된다.",,"<a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do;jsessionid=tzPZpbsbEqT44Da8OiNVsvxRoL6pmpSfIrFE7fChUQY17Q1VngACkZ91U4WaaPX4.cpawas2_servlet_engine1?pageNo=1_1_2_0&ccbaCpno=1123511230000"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.heritage.go.kr</a>",55805
2840125,"부안의 유정자고개 시작 지점에 있는 개암곰탕은 매일 아침 직접 끓인 육수의 진한 사골 국물을 맛볼 수 있는 한식당이다. 대표 메뉴는 사골곰탕이며, 우족 곰탕과 육전도 인기 메뉴 중에 하나다. 특히 사골곰탕은 어떤 첨가물도 넣지 않아 사골곰탕 특유의 풍미를 느낄 수 있다. 5월부터 8월에는 여름 특선 메뉴로 개암냉면을 판매한다. 개암냉면은 매일 아침 사골 고기로 내린 육수에, 주문과 동시에 직접 뽑은 고구마 전분 면을 활용한 함흥식 냉면이다. 과일과 동치미를 더해 더욱 시원한 맛을 자랑한다. 아침 7시부터 운영해 아침 식사도 할 수 있으며, 포장 시 할인 혜택도 있다. 
※ 반려동물 동반 불가",,"<a href=""https://buangomtang.modoo.at/""target=""_blank"" title=""새창 : 개암곰탕 사이트로 이동"">https://buangomtang.modoo.at/</a>",56336
2588930,개암동 벚꽃축제는 청년사찰 개암사를 비롯한 지역문화유산과 함께하는 문화축제이다. 지역 농특산물 판매 및 주민참여형 먹거리 장터 운영과 동아리 및 지역민의 기부공연으로 관광객 다양한 볼거리를 제공하고 있다. 또한 개암동 벚꽃축제는 모두가 안전하고 쾌적하게 즐기는 거리형 봄축제이다.,063-580-3702,,56336
126346,"부안군 우금산에 있는 백제시대 고찰이다. 개암사는 대한불교조계종 제24교구 본사인 선운사의 말사로 634년(무왕 35)묘련이 창건하였다. 개암이라는 이름은 기원전 282년 변한의 문왕이 진한과 마한의 난을 피하여 이곳에 도성을 쌓을 때, 우와 진의 두 장군으로 하여금 좌우 계곡에 왕궁 전각을 짓게 하였는데, 동쪽을 묘암, 서쪽을 개암이라고 한 데서 비롯되었다고 한다. 676년(문무왕 16) 원효와 의상이 중수하였고, 1276년(충렬왕 2) 원감국사 때는 30여 동의 건물을 세워 대사찰의 면모를 갖추게 되었다. 그 후 임진왜란으로 황금전을 제외한 전 당우가 소실되었고 1636년(인조 14)에 계호스님이 다시 중창하면서 오늘에 이르고 있다. 
개암사 뒤, 우금암을 포함한 길이 3,960m의 우금산성(주류성)은 백제의 유민들이 왕자 부여풍을 옹립하고, 3년간에 걸쳐 백제부흥운동을 폈던 사적지로도 유명하다.",,"개암사 템플스테이 <a href=""http://gaeamsa.templestay.com"" target=""_blank"" title=""새창 : 개암사(템플스테이) 홈페이지로 이동"">http://gaeamsa.templestay.com</a>",56336
3102050,"전주 객리단길 근처에 위치한 객리당은 객지에서 편안하게 머무는 공간이라는 의미의 신축 독채 한옥 숙소다. 깔끔하고 멋스러운 한옥 외관과 품격있는 실내 공간이 숙박객에게 진정한 휴식을 제공한다. 한옥은 시몬스 침대가 있는 침실 1개, 120인지 빔프로젝터가 있는 거실, 주방, 다도 공간, 화장실 2개로 구성되어 있다. 실내에 자쿠지가 있어 천연솔트입욕제를 녹인 물에 들어가 하루의 피로를 풀기에 좋다. 조식으로 빵이 제공된다.",010-4681-1937,"<a href=""https://www.instagram.com/gaeklidang/"" target=""_blank"" title=""객리당(으)로 이동"">https://www.instagram.com/gaeklidang//</a>",54997
2774063,"고려와 조선 시대에 고을마다 설치했던 객사는 외국 사신이나 다른 지역에서 온 벼슬아치를 대접하고 묵게 했던 숙소이다. 전주 시내에도 이 같은 객사가 남아 있는데, 그 주변으로 전주 구도심 최대의 번화가가 조성되어 ‘객사길’로 불린다. 객사 길에는 수많은 로드숍과 프랜차이즈 음식점들이 즐비해 시민들은 물론 관광객들도 즐겨 찾는다. 특히 전주 객사 길은 매년 열리는 전주국제영화제의 배경이기도 하다. 국내 3대 영화제의 하나로 꼽히는 전주국제영화제는 독립영화를 중심으로 운영되며 수많은 화제작과 신인배우를 발굴했다. 객사길 한편에는 전주영화제작소를 비롯해 여러 영화관이 밀집해 ‘영화의 거리’로도 불린다. 영화의 거리 뒤편으로는 영화 팬들의 감성을 겨냥한 음식점과 카페, 옷가게가 자리해 일명 ‘객리단길’을 형성하고 있다.",,"<a href=""https://tour.jeonju.go.kr/index.jeonju?menuCd=DOM_000000112002006000"" target=""_blank"" title=""새창: 비짓 전주 홈페이지로 이동"">https://tour.jeonju.go.kr</a>",
1604663,"갯마을은 전북 남원시에 있는 해산물 전문점이다. 직접 엄수하여 고른 해산물로 가득한 한 상을 제공한다. 주방장은 속살이 비치도록 얇게 썰어 회를 낸다. 얇아서 입안에 들어가면 맛이 살아 있다. 갖가지 꽃과 나뭇잎 등으로 멋지게 꾸며 제공한다. 생선회뿐 아니라 해산 물회 모둠도 맛볼 수 있고, 전복, 개불, 패주, 생선구이와 새우구이, 튀김 등이 메뉴에 있다.",063-631-1030,,55775
2783375,거북선 숯불 풍천 장어는 전라북도 고창군 상하면에 위치한 장어 전문점으로 거북선을 닮은 건물로 유명하다. 심지어 건물 천장이 뚜껑처럼 열려 환기를 할 때마다 볼거리를 제공한다. 홀이 넓고 테이블이 많아 단체 손님이나 크고 작은 모임도 수용이 가능하다. 고창 특산품인 풍천 장어를 숯불로 초벌구이를 해서 손님상에 올리며 셀프바도 이용할 수 있다. 창 너머 펼쳐진 바다를 바라보며 식사할 수 있고 식사 후에는 바다 체험도 할 수 있다. 숙박이 가능한 별채를 따로 운영 중이다.,,,56408
2908936,"섬진강권역 거북이야영 캠핑장은 전북 순창군 동계면 구미리에 자리 잡았다. 순창군청을 기점으로 13km가량 떨어졌다. 자동차를 타고 인성로와 적성로를 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 20분 안팎이다. 캠핑장에는 데크로 이뤄진 일반캠핑 사이트 4면이 마련돼 있다. 사이트 크기는 가로 8m 세로 5m다. 사이트 간 간격이 넓어 프라이빗한 캠핑을 만끽할 수 있다. 반려동물은 소형견만 동반 입장이 가능하다. 이 경우 목줄과 배변봉투를 지참해야 한다. 소규모지만, 운동장, 운동시설, 연못 등 부대시설이 알차다. 주변에는 순창 전통고추장 민속마을, 구송정 유원지가 있어 연계 여행에 나서기 좋다.",,,56026
2724379,"전주 북부지역을 감싸고 있는 건지산은 ‘큰 독을 쌓아 새어나가는 땅기운을 멈췄다’는 뜻을 지니고 있으며, 해발 101m의 낮은 산으로 높이가 낮고 경사가 완만해 초보자들도 쉽게 오를 수 있는 산이다. 건지산에는 도심 속 피서지로 불리는 편백숲이 자리 잡고 있다. 편백숲은 전북대가 조성, 운영하고 있는 학술림의 일부로 오송제, 한국소리문화의 전당과 조경단 두 곳에 위치하고 있다. 규모는 작은 편백 숲이지만, 접근성이 좋아 많은 시민들에게 사랑받고 있다. 건지산은 전주의 정취를 느낄 수 있는 한국소리문화의 전당, 덕진공원, 전주 동물원과도 맞닿아 있으며, 전북천리길 건지산길, 전북대 캠퍼스 둘레길과 이어져 있어 다양한 걷기 코스를 즐길 수도 있다.",,"<a href=""https://tour.jeonju.go.kr/board/view.jeonju?boardId=BBS_0000003&menuCd=DOM_000000101006002000&paging=ok&startPage=1&categoryCode1=A11&dataSid=13619""target=""_blank"" title=""새창 : 전주시 문화관광 홈페이지로 이동"">https://tour.jeonju.go.kr/</a>",54901
2569871,"#소설여행은 마을기업으로서 내국인도 이용할 수 있는 외국인관광 도시민박업입니다.

오픈 1년 남짓한 ‘소설여행’은 영화와 TV예능 촬영지로도 유명세를 타고 있고 관련 인기 블로그로도 이미 잘 알려져있다. 함께 운영되고 있는 게스트하우스 또한 많은 여행객들로 넘쳐난다. 주말에는 최소 2주전 사전 예약 해야한다. 카페 메뉴는 대부분 한약재를 사용한 한방차 위주다. 옴니허브는 고전적 한방 원료와 현대적 기법의 재료를 이용해 음료 레시피를 체계화했다. 최근 개발한 메뉴에는 오미자를 이용한 오미자 슬러시로 그 시큼함과 떫음을 잡아낸 오미자청을 직접 만들어 같은 베리류인 생딸기와 혼합해 블렌딩한 ‘베리베리문경’이 있다. 이외에도 자소엽 에이드, 귤피 라떼, 쌍화 라떼 등 남녀노소 누구나 즐길 수 있는 다양한 카페 메뉴가 준비돼있다. ‘소설여행’에서는 또한 30여종 이상의 로스팅한 한약재를 직접 차로 끓여마실 수 있도록 구비하여 간단한 상담과 함께 고객 취향에 맞는 차를 제공한다. 이처럼 ‘소설여행’은 옴니허브가 추구하는 ‘머뭄’과 ‘나눔’속에서 그윽하게 우려낸 차맛까지 더한 원스톱 힐링 장소다.",,"<a href=""https://noveltour.modoo.at/""_blank"">https://noveltour.modoo.at/</a>",54020
2594149,"게스트하우스 ‘여정’은 군산 근대문화유산거리 중심에 위치한다. 객실은 온돌방과 원목 2층 침대가 있는 방으로 구성되어 있다. 1층에 주인이 거주하며 게스트를 세심히 챙겨준다. 공용 거실에는 1920~30년대 군산 모습을 담은 사진과 유화와 다양한 책, 음악이 있어 마치 카페 같다. 토스트, 달걀, 커피, 과일 등 간단한 조식을 제공한다. 초원사진관, 이성당, 동국사 등 주요 관광지를 도보로 이동할 수 있어 여행에 편리하다.",010-8098-2202,https://guesthouseyeojeong.modoo.at,54021
2575689,"#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.

게스트하우스 여정은 근대역사 경관지구 중앙에 위치한다. 근대역사박물관, 진포해양테마공원,구 군산세관,구 조선은행 군산지점,해망굴,신흥동 일본식가옥(히로쓰가옥), 동국사 등 근대문화유산과 월명공원, 8월의 크리스마스 촬영지 초원사진관 등을 도보로 다닐수 있고 군산철길마을, 은파호수공원은 택시 기본요금 거리에 위치한 깨끗하고 모던한 게스트하우스이다. 따뜻하고 포근한 느낌의 현무암과 청고벽돌로 지어진 깨끗한 건물이다.","010-3673-8019, 010-7361-2202","<a href=""https://guesthouseyeojeong.modoo.at/""target=""_blank""https://guesthouseyeojeong.modoo.at/<a/>",54021
129070,"변산반도국립공원 서부 해안에 있는 격포마을은 관광지와 항구가 함께 자리한 관광어촌이다. 이 마을에는 해안에 채석강(전북 서해안 지질공원)이 있고 변산반도의 산지가 보여 자연경관이 수려하다. 또한 격포해수욕장과 격포터미널, 수상 레저시설, 숙박시설, 음식점 등 편의시설이 조성되어 있어 여름철 피서지로서도 인기가 있다. 격포해수욕장은 간만의 차가 심하지 않고 물이 맑으며, 경사가 완만해 해수욕장으로서 좋은 여건을 갖추고 있다. 그리고 격포항에는 수산시장이 있어 싱싱한 해산물을 맛볼 수 있다. 특히 봄의 주꾸미 산란철과 가을 전어 철에 그 인기가 높다. 해수욕장에서 배를 빌려 바다낚시를 할 수도 있고, 여객터미널에서 변산반도 앞바다에 있는 위도로 가는 여객선을 이용할 수 있다. 주변에는 적벽강, 월명암 낙조대, 내소사, 후박나무 군락, 수성당, 궁항, 두포마을 갯벌체험장 등이 있어 연계하여 관광할 수 있다.",,"<a href=""http://www.buan.go.kr/tour"" target=""_blank""title=""부안군 문화관광 사이트로 이동"">http://www.buan.go.kr</a>",56337
