관광지이름,총점,이름,내용,별점
매창공원,4.3,윤여정,"밤에 넘 예뻐서 깜짝 놀랐네요^^산책길도 잘되어있고 낮엔 놀이터도, 매창의 갤러리도 둘러볼수있고 여러모로 유익한 공원예요~~♥",5
매창공원,4.3,산들,매창 묘가 있으며 매창과 교류했던 시인들의 시를 접할 수 있는 공간임,3
매창공원,4.3,제이,작지만 갈만하다 꽃이 많았다 날 흐렸지만 잘봤다,5
매창공원,4.3,여김진아,고교시절 소풍 갔던곳인데 지금은  넘예쁘구  포토존도 많구 가족들과 나들이 가기 넘좋네요~^^,5
매창공원,4.3,오성진,"족구,농구,힐링까지 겸 할 수있고 너무 크지않아
좋아요",5
매창공원,4.3,맨땅에헤딩,"운동하러 오기 좋았는데
확장하고 나더니 분위기도 좋아졌네요",5
매창공원,4.3,김삼선,건물도 한옥에 웅장합니다. 학생을 위한 체험솰동과 주민을 위한 민속놀이도 진행합니다. 매창공원과 시인을 발굴하는 문화활동을 양쪽을 돌며 볼 수 있습니다.,5
매창공원,4.3,tim treasure,휴식하기 산책하기 정밀 좋아보임,5
매창공원,4.3,박영지,일반적임 좋은건 아애 느낌이 없옴. 차 주차징에  차 노숙인점 다른데로 보냈으면 람 가끔 옷으류내러 수건으로 딱거 운동하는 사람들이 처봐도 보고  여잪남자 가릴것 없음 제발 차 노숙자 주 차장에서  아주 다른데로 보냈으면 함 다른 사람들도 안좋게 대부분 봄,3
매창공원,4.3,홍성민,"생긴지 얼마 안되는 공원으로, 공원 자체만으로는 깔끔하고 아늑하니 좋네요
제가 방문했을때(5월초) 부안의 대표행사인 마실축제가 매창공원에서 열려서 정말 좋았네요
먹거리도 풍성했고 볼거리도 많았어요^^",4
매창공원,4.3,Amigo Vamos,군에서 조성해 놓은 공원인데.. 조용하고 한적해요.. 주변에 음식점들도 저렴하고 맛있고.. 혹시 부안을 지나면서 잠시 쉬어가야 한다면 이곳에서 쉬기 좋은거 같아요. 진짜 눈치보지 않고 편히 쉴 수 있는 곳이네요.. 깔끔하고 이뻐요..,5
매창공원,4.3,bluesup Kim,마실 나들이 좋아요,5
매창공원,4.3,이효진,깨끗하게 다시 조성된 공원이라 연인끼리 가족끼리 가시면 좋습니다. 두해 매실툭제가 열렸던 곳으로 넓고 깨끗합니다. 부안에서는 가장 큰 공원으로 10시까지 조명도 예뻐서 사진으로 추억 남기셔도 알콩달콩 재밌습니다.,5
매창공원,4.3,DongKyu Choi,"조선3대여류시인 매창의 묘가 있으며, 조용하게 산책 또는 간단한 운동을 할 수 있습니다.
큰 시설은 아니지만 전체적으로 차분하고 편안하게 둘러볼 수 있습니다.",4
매창공원,4.3,윤영걸,2001년에 설립하여 최근에 보수공사 중이지만 방문객들에게 이매창의 시세계를 보여주는 시비가 많이 있습니다. 또한 부안주민들이 산책과 운동을 할 수 있는 시설이 있어  여유로운 시간을 보내기 좋습니다.,4
매창공원,4.3,김대권,명소다운 공원이구요.매창에 묘소가 있네요.,5
매창공원,4.3,김영민,부안은 매창공원에서 마실축제중(5월 4일~6일),5
매창공원,4.3,임영현,"소규모 공원인데, 확장하고 있네요. 가볍게 지나다 들리면 좋을듯.",4
매창공원,4.3,이바로,아이들과 산책하기에 좋은것 같습니다.,5
매창공원,4.3,안현숙,"어린이 놀이터, 운동기구 등이 있는 작고 예쁜 공원으로 어린이부터 노인에 이르기까지 이용할 수 있는 곳입니다",5
매창공원,4.3,이사도,축제때가서 한번와볼만하네요,5
매창공원,4.3,"윤6ᄂ,ᅣᅣ/ᅥ#ᅡᅦ고은",부안에서 아이들 데리고 가기 좋은 공원 마실축제도 진행하는 곳으로 깨끗하고 인근에 부안상설시장도 가깝게 위치하고 있어 접근성이 좋음,4
매창공원,4.3,김대원,서울에 있는 도심공원보다 이쁜 전등을 많아 좋았어요. 사람도 그렇게 많지 않아 한적해서 좋았어요,4
매창공원,4.3,이연석,"여러모로 편리한시설과 공원 운동
등 편리한시설이 있서서 아주좋은
장소라고생각하며 또한매창이라는
곳이있서서 여러모로 좋다고생각
합니다",5
매창공원,4.3,유자조청,"이번 마실축재는 매창공원에서 했어요
맛과 멋 둘이 함깨하는 즐거운 마실축재 만이 찼아 주세요",5
매창공원,4.3,younghwan kim,아름다운 시인으로 마음으로 기억되는 분,5
매창공원,4.3,Xoul 486,"입장료가 없다.
읍내 한복판에 이렇게 잘 꾸며진 공원이 있다니 놀랐다.
해가 지고 가야 멋잇음.",5
매창공원,4.3,오경원,"부안읍 중심 공원으로 다양한 지역행사 수용!!
행사를 지자체에서 적극 지원, 전국적 행사로 업그레이드 하는게 보여요!!",4
매창공원,4.3,이ᅩᆞ정자,공기도 맑고  너무좋아요 운동하는데는 정말좋아요 매창 공원이 있어서 행복하답니다,5
매창공원,4.3,황혜선,아름답고 좋은 공간!.   산책하다 쉴 수 있는 벤치가 거의 없어서 불편해요,4
매창공원,4.3,Ssun Park,깔끔한 조경과 축제기간이라 먹거리도 많았는데  요금이 저렴하고 음식 맛도 좋았어요,3
매창공원,4.3,Gyeong Won Kim,산책하기 좋음. 잘 꾸며 놈,5
매창공원,4.3,Sangjin Lee,밤에 가서 정확하게는 못봤지만 넓고 산책하기 좋은 공원입니다,4
매창공원,4.3,장성운,나무종류가 많았고 설명까지 잘되어져있어서 좋은 환경이였네요.,5
매창공원,4.3,박주현,마실축제 기간 별빛쇼 나무들이 조금 불쌍하지만 아름다웠다.,5
매창공원,4.3,오명,ㅡ한번가보셔요....좋아요,5
매창공원,4.3,황현정,"부안이 집이 아닌데 ..가끔 한번씩 갑니다.
행사 준비 넘 잘하시는 듯 해요",5
매창공원,4.3,오성룡,마실 축제 증이라 왔는데 옛날하곤 많이 달라졌는데 좋게 변했네요,4
매창공원,4.3,Junsuk Oh,처가집에서 오는 길에 들러서 놀다 옴,4
매창공원,4.3,김선영,저녁에 연인들끼리 가면 추억도되고 행복할것같아요^^♡,3
매창공원,4.3,이기윤,유희경 과의 애틋한 사랑과 이별을 노래와 시와  거문고로 노래했던 그녀를 기리기 위해  후인들이 조성한 공원,5
매창공원,4.3,서울액터스쿨.연기멘토.,이토록 아름다운 고장에 조용하 자리잡은 명터,3
매창공원,4.3,태리미미앙리,산책하러 이따금 가는 부안의 유일한 공원  정말 아담한 공원 이랍니다,5
매창공원,4.3,이연준,축제기간이라 밤에가면 더욱 이쁘네요,5
매창공원,4.3,GOODMAN KIM,가족과함께 나들이가기 좋은곳이에요~,5
매창공원,4.3,sang chul Lee,매창 계량 아직 가보지는 않았지만 만나보고 싶은 사람! 시간되면 가장먼저 들려야하는곳1순위,5
매창공원,4.3,이정열,아주아주 좋아요,5
매창공원,4.3,HAN Hoseong,부안마실축제때문에 갔는데 야경이 넘이뻐요,5
매창공원,4.3,푸른솔,나들이하기 좋지만 정원시설 말고는 특별히 본게 없음,3
매창공원,4.3,홍도윤,부안군민들이 편하게 이용하며 숼수있는 공원입니다,4
매창공원,4.3,박ᄀᄏᆞᄂᄉᄁᄅᄏᄂᄁ수진,밤에 조명이 이뻐요,4
매창공원,4.3,최선영,부안  마실축제    야경  멋있어요  구경오세요!,5
매창공원,4.3,강창봉,"개인생각ㆍ한옥집조명있음
마무리 안된연못ㆍ완성후흔들다리
흔들다리 조명양쪽으로분수조명
뭔가아시운부분이남아요",3
매창공원,4.3,강현화,산책과 운동 하기좋고 경관이 예쁩니다,5
매창공원,4.3,high,간단히 걷기에 좋으나 가끔 담배피는 사람이 있음,4
매창공원,4.3,백영우,코로나이후 몇년만에 마실축제 다녀옴,4
매창공원,4.3,청년재벌,새로 단장하여 산책하기 좋아요,5
매창공원,4.3,사랑이이야기,굿 축제때가면볼거리있네요,5
매창공원,4.3,김보금,넓고 야경도 있고~  좋았어요.,4
매창공원,4.3,anonymity K9,부안에 위치하고 션하고 좋습니다 발전가능성이 높습니다,5
매창공원,4.3,신태권,친구들과잠시산책하였읍니다,1
매창공원,4.3,임덕준 (jjoon),시설 확장중 부안의 명소의 하나가 되길 기대해봅니다♥,5
매창공원,4.3,이진구,지차체 노력이  보였으며 나름  분위기 좋았습니다 ^^,4
매창공원,4.3,이현미,매창공원  야밤불빛이너무이쁘네요,5
매창공원,4.3,남김경철,5월5일 마실축제 가지마세요 볼거리없어요,1
매창공원,4.3,사이다,그냥 공원이에요 날 좋으면 농구하러 가끔 가요,4
매창공원,4.3,백혜진,항상  갈때마다  좋아요~,4
매창공원,4.3,채시병,아이들이 신나게 뛰어노는것이 자연스러움,4
매창공원,4.3,혜빈바부,시설이  잘되어있어서,5
매창공원,4.3,김정곤,부안마실축제할때 가봤는데 야경이 너무 멋짐,5
매창공원,4.3,김아름,공원도 넓고 문학관도 좋았습니다.,4
매창공원,4.3,알수없음,쉬기 꽤 괜찮은 공원이네요,4
매창공원,4.3,안철수,시비도 경치더 좋았어요,5
매창공원,4.3,문옥배,"지역 주민 먹거리,체험 등 지역 축제로 거듭남",3
매창공원,4.3,김양아치,몇일전에  부안에  마실축제 했던곳이며,4
매창공원,4.3,이수영,조명으로 인해 완전 업그레이드 됬어요.,5
매창공원,4.3,김순겸 (아진파파),야간에 조명이너무이뻐요.,5
매창공원,4.3,Qsoon Ghim,동네 사람들의 공간. 단지 기녀 매향의 유택이 있음.,3
매창공원,4.3,·산치루,요즘 새로 주차장도하고 좀 더 커져서 괜찮음,4
매창공원,4.3,이해화,매년 5월에 마실축제,5
매창공원,4.3,김정수,부안의 새로운명소 매창공원이다,5
매창공원,4.3,박성철,노인 어르신들이 금연인줄 모르시나봐요,3
매창공원,4.3,이슬기,부안마실축제좋음,4
매창공원,4.3,임성근,마실축제 좋네요..,3
매창공원,4.3,이준호,아름다운공원,5
매창공원,4.3,박진명,멋쪄요,5
매창공원,4.3,김복철,산책하기 좋아요,4
매창공원,4.3,곰소넝쿨젓갈,너무 아름다운   빗축제  입니다,5
매창공원,4.3,이은수,산책 하기 좋은 공원,5
매창공원,4.3,포리아빠그린떰,지금은 저거 다 없어요,5
매창공원,4.3,니니&나나,깔끔하고 친절하세요~~,5
매창공원,4.3,한길로,역시! 굿 입니다,5
매창공원,4.3,김성우,산책하기 좋은장소,4
매창공원,4.3,심혜영,불빛들을 봤어요,3
매창공원,4.3,이종찬,멋진 세계 입니다,5
매창공원,4.3,머드럭,자그마한 공원입니다,3
매창공원,4.3,정금숙,운동하기 좋은 장소,5
매창공원,4.3,공대형,밤에 불을 너무 일찍끔,1
매창공원,4.3,j해보,산채하기 좋은 장소,5
매창공원,4.3,ᆢᆢ,조용하고 예쁜곳,5
매창공원,4.3,오정선,아주좋습니다.^^,4
매창공원,4.3,손해국,시원 운동코스적격,4
매창공원,4.3,안디옥 하집사.,그냥 동네 공원,3
매창공원,4.3,서미리,😀 👍 좋아요…,5
매창공원,4.3,이별,넘 좋아요,5
매창공원,4.3,김성일,별 볼일 없음,1
매창공원,4.3,현대성,동네 공원,4
매창공원,4.3,봉크르룽,좋음,5
매창공원,4.3,김노안,아주멋지고좋응,5
매창공원,4.3,김영주,좋았어요,5
매창공원,4.3,야차,별로,1
매창공원,4.3,강성철,코로나시기 야간힐링,5
매창공원,4.3,whale k,좋아지고있음,4
매창공원,4.3,Kyu Sung Choi,마실축제 구경감,3
매창공원,4.3,최경민,축제가 크네,4
매창공원,4.3,황금밥그릇,마실축제짱,5
매창공원,4.3,최정렬,나부안왔다,5
매창공원,4.3,김정우,공원,5
매창공원,4.3,한미혜,잘꾸며놈,5
매창공원,4.3,Martin Kim,가족공원.,5
매창공원,4.3,임나리,노 관광지,2
매창공원,4.3,이찔찔,깨끗함,5
매창공원,4.3,매일매일,아름다움,5
매창공원,4.3,핫짱,베리굳,5
매창공원,4.3,백경복,공사중,2
매창공원,4.3,Khuhyuk Yeo,조으다,5
매창공원,4.3,이수정,좋아요,5
매창공원,4.3,승애국이 먼저다,좋아요,4
매창공원,4.3,박광식,좋아요,4
매창공원,4.3,김용범,,4
매창공원,4.3,방혁,,5
매창공원,4.3,MieDie Yie,아주 좋은데 길이 좀 험한 곳이 있어요,4
매창공원,4.3,Ricky Seo,,5
매창공원,4.3,방혁,,5
매창공원,4.3,빠젖소,,4
매창공원,4.3,정말재미요저도하고십어요하연이에요보권,,4
매창공원,4.3,조혜령,,4
매창공원,4.3,공맹열,,5
매창공원,4.3,ishwor Neupane,,3
매창공원,4.3,დ델퓨,,4
매창공원,4.3,HM8236 C,,4
매창공원,4.3,Темирлан Ормонов,아름다운,5
매창공원,4.3,ALL ALL,우오오오오,5
매창공원,4.3,이이곤,,1
매창공원,4.3,강성재,,1
매창공원,4.3,임대성,,5
매창공원,4.3,윤진성,,5
매창공원,4.3,윤석열,,4
매창공원,4.3,이인규,,5
매창공원,4.3,김춘복 (천년가송),,5
매창공원,4.3,문명선,,5
매창공원,4.3,김복선,,4
매창공원,4.3,River Blue,,4
매창공원,4.3,윤여광,,5
매창공원,4.3,김장철,,4
매창공원,4.3,이명환,,5
매창공원,4.3,Six,,1
매창공원,4.3,윤쌤제로미,,5
매창공원,4.3,건설채움,,4
매창공원,4.3,윤영철,,4
매창공원,4.3,이우정,,5
매창공원,4.3,정우식,,1
매창공원,4.3,율령TV,,5
매창공원,4.3,Pavel Stefopulos,,5
매창공원,4.3,성문최,,4
매창공원,4.3,김종만,,3
매창공원,4.3,인도코끼리,,5
매창공원,4.3,이경민,,1
매창공원,4.3,톰과제리,,5
매창공원,4.3,EM Jay,,5
매창공원,4.3,정순옥,,5
매창공원,4.3,Engineer,,5
매창공원,4.3,tj k,,5
매창공원,4.3,가산바위,,3
매창공원,4.3,미남이,,1
매창공원,4.3,방탕아,,4
매창공원,4.3,울아들,,5
매창공원,4.3,홍성욱,,4
매창공원,4.3,Seungjin “Gaenari Woods” Ahn,,1
매창공원,4.3,정명호,,5
매창공원,4.3,허승현,,5
매창공원,4.3,Stacey,,5
매창공원,4.3,친절한박쌤박미숙,,5
매창공원,4.3,tour P,,3
매창공원,4.3,김정석,,5
매창공원,4.3,김영모,,3
매창공원,4.3,김치국,,4
매창공원,4.3,iLLuminaTio N,,4
매창공원,4.3,박광호,,3
매창공원,4.3,채성민,,5
매창공원,4.3,Dong Sun Lee,,5
매창공원,4.3,채일호,,5
매창공원,4.3,서현승,,5
매창공원,4.3,민복덕,,5
매창공원,4.3,은남표,,4
매창공원,4.3,gang9 G,,5
매창공원,4.3,지나jina,,4
매창공원,4.3,민경희,,5
매창공원,4.3,서순동,,5
매창공원,4.3,김굴렁쇠,,5
매창공원,4.3,J J,,5
매창공원,4.3,Edward Chung,,3
매창공원,4.3,김용화,,5
매창공원,4.3,양용규,,5
매창공원,4.3,오형선,,5
매창공원,4.3,Sardor Saydamatov,,3
매창공원,4.3,홍경완,,5
매창공원,4.3,정명규,,5
매창공원,4.3,Hee Tae Kim,,5
매창공원,4.3,차승민,,4
매창공원,4.3,김유진,,5
매창공원,4.3,세민초,,5
매창공원,4.3,은상기,,5
매창공원,4.3,하윤석 (재준도경),,3
매창공원,4.3,Sujin Ann,,5
매창공원,4.3,둥둥둥 (둥둥),,4
매창공원,4.3,Мадина Зиёева,,5
매창공원,4.3,토끼,,5
매창공원,4.3,서지현,,4
매창공원,4.3,박경환,,5
매창공원,4.3,최복규,,5
매창공원,4.3,이진권,,5
매창공원,4.3,정행준,,5
매창공원,4.3,권성진,,5
매창공원,4.3,양준기,,3
매창공원,4.3,서명철,,5
매창공원,4.3,송혜민,,5
매창공원,4.3,김동은,,5
매창공원,4.3,최호철,,5
매창공원,4.3,김옥숙,,5
매창공원,4.3,엽,,5
매창공원,4.3,우엉,,5
매창공원,4.3,곰소넝쿨식품,,5
매창공원,4.3,평범한사람,,5
매창공원,4.3,어린이 도서관,,5
매창공원,4.3,김희정,,3
매창공원,4.3,정태원,,5
매창공원,4.3,shoxrux shoxrux xoshimov,,5
매창공원,4.3,SamaN BandarA,,3
매창공원,4.3,한승헌,,5
매창공원,4.3,춤나래,,5
매창공원,4.3,허정민,,5
