관광지이름,총점,이름,내용,별점
오목대와 이목대,4.2,beach wing,"1380년(고려 우왕 6)에 남원의 황산에서 왜구를 물리치고 돌아가던 이성계(李成桂, 1335~1408) 장군이 이곳에서 승전 잔치를 베푼 곳입니다. 조선왕조를 개국하고 나서 여기에 정자를 짓고, 이름을 오목대(梧木臺)라 했습니다. 한옥마을이 내려다 보이고 깨끗하게 잘 관리가 되어 한옥마을 돌면서 피곤한 다리를 쉴만한 곳입니다. 염치불구하고 누워 있어도 됩니다. 다들 누워서 쉽니다.",4
오목대와 이목대,4.2,km kim,전주한옥마을의 풍경을 보고 싶다면 이 곳으로! 잠시 신발벗고 앉아서 쉴 수도 있고 길도 예쁘다 한여름이라 나무가 많이 우거져서 한옥마을의 지붕이 좀 가려지긴해도 여전히 아름다운 장소임은 틀림없다,5
오목대와 이목대,4.2,터벅터벅,여기 가만히 앉아서 불어오는 시원한 바람을 맞으며 서서히 잠수 타러가는 해를 보는것도 참 좋네,5
오목대와 이목대,4.2,Blueidblues Yoo,"한옥마을이 한 눈에 내려다보이는 장소
계단을 조금 올라가야하지만
길이 잘 정비되어있어서
초1아들도 잘 따라 올라왔음
이목대로 넘어가서 벽화마을쪽으로 넘어갈 수도 있음",4
오목대와 이목대,4.2,story KIM,"전주한옥마을 시작은 오목대
오늘은 아침 안개 산책길을 감싸다",5
오목대와 이목대,4.2,opopoper,"전주 한옥 마을이 한눈에 볼 수 있어서 좋습니다.
정자가 있어서 쉴 수 있는데 신발을 벗고 올라가야 해서 복장에 따라서는 호불호가 있을 수 있습니다.

오목대를 올라가는 길이 여러가지이고 경사로가 다양해서 사전에 확인하고 가시면 덜 힘들 수 있습니다.
오목대를 올라가거나 내려가는 길에 전망대가 있는 루트로 가시면 한옥 마을을 배경으로 즐겁게 사진을 찍을 수 있습니다.",4
오목대와 이목대,4.2,목화,"한옥마을에서 가까운 길이 공사중이라 다른 길로 돌아서 갔다오기가 조금 불편했고, 바닥이 진흙이었고, 한복 입고 오랫동안 사진 찍는 사람들이 많아 자세히 둘러보지못해 좀 아쉬웠지만 가볼만하다고 생각합니다. 전망도 좋고 야경도 좋을 것 같아요.",5
오목대와 이목대,4.2,레구뿌,"한옥마을을 한번에 내려다 볼 수 있는 곳이었어요
올라가는길이 조금 가파르지만
한복입고 다니시는 분들도 너끈히 갈 만큼
힘든코스는 아닙니다
많은 기와지붕이 한번에 내려다 보이는 뷰가 장관이었어요",5
오목대와 이목대,4.2,YU HAN,"이성계가 잠시 머물렀던 곳에 세워진 비석과 비각, 그리고 옆에 커다란 정자가 있어요. 여기서 한옥마을 경치가 내려다보인다는 분들이 많은데, 나뭇가지들 때문에 은근 잘 안 보여요",3
오목대와 이목대,4.2,안냔하세용,"전주한옥마을이 한눈에 보이는 멋진 곳입니다!!
한옥마을 오셨으면 한번 가보시길!",5
오목대와 이목대,4.2,ᄀᄌᄋ,"치명자산 야경 대신에 갔는데 야경이 엄청 멋있거나 하진 않다.
오목대 야경이라해서 갔는데 한옥마을에서 오목대로 올라가는 길 야경이지 오목대정상에선 나무가 울창해 나무만 보인다.
벽화마을까지 도보로 갈수있는 위치라 좋았다.",3
오목대와 이목대,4.2,최선희,야경 보러갔다가 넓은 공간의 마당과 한옥마을을 내려다 볼수 있는 한국의 멋 심취에 평안을 얻고옴,5
오목대와 이목대,4.2,DH Moon,한옥마을이 한눈에 내려다 보이는 곳에 위치하여 한번 구경하러 가보시는 걸 추천합니다. 사람이 드물어 나름 운치있게 보내실 수 있습니다.,4
오목대와 이목대,4.2,HT L,"야경이 꽤 괜찮고, 한옥마을 보기에도 좋다. 멀지도 않다. 나무가 많아서 시원하게 탁트이지는 않았다",4
오목대와 이목대,4.2,양말이,"조선 태조 이성계 전설(?)이 있는 장소.
전주 기린로 한옥마을 초입쪽에 위치.
오목대, 이목대, 한벽루는 서로 연계하기엔 좀 멀고 하나만 보자니 뭔가 서운한 장소들.
오목대는 예전엔 그 지역 분들 집 뒤 동산에 있는 큰 정자 정도의 포지션.",3
오목대와 이목대,4.2,고다원,"날씨가 선선한 요즘에 가면 진짜 위에서 한옥마을 풍경을 보면서 도란도란 같이 간 사람과 얘기를 하면 그만큼 힐링일 수가 없습니다.
꼭 꼭 지금 이시기에 가보세요.
저도 현지인인데 오랜만에 가보니 너무 좋더라구요.",5
오목대와 이목대,4.2,갱브로,"전주에서의 늦은 저녁..
오목대에서의 야경이 상당히 볼만하다고 하길래 시간맞춰서 방문해봤어요..!

한옥마을쪽에서 오목대에 오르는 길이 생각보다 여러 갈래로 있어서 살짝헤멨어요!!

제가 본것만 3종류의 길이 있는데 한옥마을에서 바로연결되는 길은 엄청 가파른 계단을 올라와야해서 정말 비추에요..무릎 다 나갑니다!!

뒤쪽 거주지역쪽으로 돌아서 오목대 정문쪽으로 올라오는게 완만하고 편해요 요기가 아마 벽화마을 길건너편이니깐 찾기 편하실거에요!!

야경보는 전망대쪽은 오목대 에서 한옥마을로 내려가는 길로 가다보면 표지판으로 안내가 되어있으니 잘보고 가시면 되요!!

밤에는 계단쪽에 가로등같은 빛이 없어서 핸드폰으로 플래시 키고 다니셔야 할거에요!!",3
오목대와 이목대,4.2,Jaihyun Lee,"밤에 들른 오목대~
한옥마을에서 조금 걷다보면 갈 수 있습니다.
주변에 나무가 무성해서 멋진 야경을 기대하긴 힘듭니다.
그래도 분위기가 차분해서 연인과 걷기 좋을 곳 같습니다.",4
오목대와 이목대,4.2,전주달봉이와신보리,전주한옥마을 전경을 한눈에 볼수 있는 오목대!!!,5
오목대와 이목대,4.2,멀티버스,올라가서 쉴수도 있고 주변이 둘레길처럼 산책할수있어서 가볼만합니다 육교건너면 이목대가 있습니다,5
오목대와 이목대,4.2,백미선,역사 해설을 들으며 여행 하니 더 좋네요~,5
오목대와 이목대,4.2,이희창,"야간에도 구경하기 좋게 만들어진...
아쉽게도 야경보기에는 나무가 가려서 어려웠지만
저녁 산책하기에는 좋았던듯",4
오목대와 이목대,4.2,호랑,"날풀릴때 정자에서 눈잠깐 풀기좋은 장소
한옥마을은 나뭇가지때문에 사진으로 찍기엔 아쉽고 눈으로만 담아야한다 오목대와 더불어 벽화마을까지 보기에 좋다 들려야할 단일장소로는 아쉽다",3
오목대와 이목대,4.2,또잉,"가을에 오면 이쁠거같은데 겨울엔 앙상한 나무와 매서운 바람이 기다리고 있어요.
전주한옥마을 전경을 보러 올라갔지만 나무들때문에 잘 보이지 않았어요.
전.. 덕분에.. 운동 잘하고 내려가요 ㅎㅎ",3
오목대와 이목대,4.2,ML Y,"참으로 평화로운 장소입니다.
벽화마을 골목을 돌아서 한옥마을로 가는 길에 있어서, 잠시 신발을 벗고 올라가서 초록 초록한 풍경과 시원한 바람을 즐기며 한참 쉬다가 이동했네요~",5
오목대와 이목대,4.2,DASIT,"전주 한옥마을 전체 조망이 가능한 곳
산책겸 천천히 올라가 볼만 하다.",3
오목대와 이목대,4.2,김현일,한옥마을 경치를 보고자 올라갔으니 나무에 가려 잘보이지 않았다. 포인트가 따로 있는 건지.. 향교에서 벽화마을을 거처 오목교로 가는 코스로 왔는데 벽화마을 른처에 주차했다면 오목교는 빼도 될 듯하다,3
오목대와 이목대,4.2,yongho row,뷰가 그리 좋지는 않지만 무료로 한옥마을을 내려다볼수 있는곳.,3
오목대와 이목대,4.2,Sang Yong Joo,전주한옥마을 입구 도로변에서 약 5분만 걸어올라가면 멋스런 기와지붕의 고즈넉함이 광할하게 펼쳐진다.,4
오목대와 이목대,4.2,장독대,"멋진 곳 입니다
전주 한옥 마을 방문 하시면 꼭 가 보세요~~^^",4
오목대와 이목대,4.2,김태헌,숨길의 중간 부분에서 한옥마을 사진찍기 짱,5
오목대와 이목대,4.2,Changyeong Park,"꼭 들려보세요. 이성계 태조가 소원을 빌어 왕이 됐다는.
고종친필 비석",4
오목대와 이목대,4.2,Time Hacker,"한옥 마을이 다 보이니까 다른 느낌.
외국인이 더 많다.",4
오목대와 이목대,4.2,장경욱,2023.10.02방문 사진스팟.휴식.,4
오목대와 이목대,4.2,TY Griggs,선선한 바람이 부는날의 오목대는 올라갈 가치가 있다,5
오목대와 이목대,4.2,김지혜,한옥마을이 내려다 보이는 뷰를 기대하고 갔는데 나무들이 너무 울창해서 뷰가 거의 안보임... 오목대 가는 길에 전망대가 작게 있는데 거기가 더 잘보임.  한옥마을을 내려다 보고 싶다면 오목대 보다는 차라리 전망 카페를 가는게 더 좋은 것 같음.,3
오목대와 이목대,4.2,오연주,한옥마을 전경이 보이는 곳,5
오목대와 이목대,4.2,Uni “몽골 여자”,"평일에는 사람이 많이 없어서 좋아요.
한적한 분위기릉 느끼려면 평닐 추천합니다.
주말에는 사람이 많아 나름 재미있습니다",5
오목대와 이목대,4.2,라온제나,"굳이 정상까지 올라갈 필욘 없을꺼 같아요.
그냥 정자 하나 있고, 주변이 나무로 둘러쌓여 있어서 기대하는 한옥마을 전경을 보기는 힘듭니다.
오목대 슈퍼쪽으로 올라갔다 반대쪽(한옥마을쪽)으로 내려가는 코스로 보통 움직이시는데, 한옥마을쪽에서 계단으로 올라가면 바로 한옥마을 전경을 볼수 있습니다. 노을질때 올라가면 아주 이뻐요.",4
오목대와 이목대,4.2,Choongseok Lee,"전주한옥마을에 비교적 높은 지대에 있습니다. 한옥마을 관광안내소에서 걸어서 5분 정도면 도착할 수 있는 곳입니다.

여름에는 나무가 우거져서 한옥마을의 전경을 볼 수 없으나 늦은 가을과 겨울에는 전주한옥마을의 전경을 감상할 수 있을 것 같습니다.

오목정을 개방해서 맨말로 들어가서 앉아서 쉴 수 있습니다. 한옥마을을 걸어다녀 피곤하다면 잠시 오목정에서 쉬면 좋을 것 같습니다.

특히 초가을 날씨에는 오목정에서 쉬면서 가을 날씨와 하늘을 만끽하면 좋을 같습니다. 이 곳에서 5분 이내의 거리애 전주향교와 회화마을이 있으므로 가는 길에 쉬어가면 좋을 듯 합니다.",4
오목대와 이목대,4.2,Chanhee Choi,"신발벗고 안에들어 갈 수 있습니다.
더운날에 누워서 휴식하기 딱 좋더군요 ㅎㅎ
그리고 한옥마을로 내려가는길로 가다보면
한옥마을 전경이 보이기도하고
반대편으로 내려가면 벽화마을이랑 이목대도 볼 수 있어요.
전주한옥마을에 들리면 대표적으로 들리는 한군데 이기도 하구요",4
오목대와 이목대,4.2,Jeong-ah Choi,한옥마을 돌아다니다가 쉬어가기 좋음. 넓고 시원하며 신발벗고 들어가서 누워있기  좋음.,4
오목대와 이목대,4.2,jangwon choi,힐링할 수 있는 곳. 시원한 바람때문에,4
오목대와 이목대,4.2,정원기,전주 한옥마을 부근의 조그만 언덕 위에 위치한 한옥 마을 전경을 볼 수 있는 곳.,5
오목대와 이목대,4.2,박만우,"평일엔 한적하고좋다. 주말엔 붐빈다. 아무리 한옥마을이 볼거없다없다해도 전국어디 관광지보다 할게많은 곳이다. 물론 전주 전체를 놓고.
전동바이크. 꼬치만 없어졌으면 좋겠다.",3
오목대와 이목대,4.2,younggil jeon,시원하며태조이성계승전비전주한옥마을전경이보여좋다,4
오목대와 이목대,4.2,박희운,"고려 우왕 때 금강으로 침입한 왜구가 퇴로를 찾아 남원으로 내려가자 이성계가 이들을 맞아 운봉의 황산대첩으로 그들을 격멸하며 대승을 거두고 돌아오는 길에 오목대와 이목대에서 개선 잔치를 베풀어, 여기 전주는 조선 왕조를 일으킨 태조이성계의 얼이 깊이 서린 곳임을 알 수 있다.",5
오목대와 이목대,4.2,Salvia Cosmos,한옥마을 전망이 좋네요.,4
오목대와 이목대,4.2,K. S. Lee,전주한옥마을 필수코스. 한옥마을 전경이 다 보임. 비오는 날이나 겨올에는 올라갈 때 미끄러울 수 있으니 주의..,5
오목대와 이목대,4.2,JIEUN Lee,전주 한옥마을 조망 가능,5
오목대와 이목대,4.2,Mongkon,여름이라그런가 나무 가 우거져서 전망이 하나도 안보였어요 ㅠㅠ,3
오목대와 이목대,4.2,Chi Ann,한옥마을에서 내가 가장 사랑하는 장소. 누워서 시원한 바람을 느끼면서 맥주 한 캔 따주면 무릉도원이 따로 없다.,5
오목대와 이목대,4.2,용머리,고려이성계장군전쟁승리후잠시머무르던곳ㆍ한옥마을한눈에감상할수있는곳ㆍ오목대(누각)에서옛문화교육과각종행사함,5
오목대와 이목대,4.2,김혜미,올라가는게 힘들었지만 올라가는 길에 한옥마을을 내려다 볼 수있어서 좋아요. 근데 탁 트인 풍경을 보긴 힘듭니다.,4
오목대와 이목대,4.2,L. Jaei,뷰가 너무 멋지네요~,5
오목대와 이목대,4.2,나는야야구짱,한옥마을 건너편이라 아쉬워요 정말 맛있고 주인아저씨도 정말친절하신데. 강추합니다 특히 열무국수와 콩나물비빔국수 대봑!!!,5
오목대와 이목대,4.2,김경훈,"전주 한옥마을을 한눈에 내려다 볼 수 있고,  인근의 이목대 지역이나,  향교로 이동하는 기점이 되는 곳",5
오목대와 이목대,4.2,Joa Gongmung,전주 한옥마을을 내려다 보기 좋은 곳이다. 나무가 좀 많은 것은 흠이다.,4
오목대와 이목대,4.2,존맛,깜짝놀램 일단 이렇게 올라가기 힘들다?(본인 인간이하의 체력) 왔지만 정말 그것만 있다? 딱 이 두가지 느낌,3
오목대와 이목대,4.2,Moosasiani seo (moosasi),한옥마을 전경을 감상하기 나쁘지 않은 곳.,3
오목대와 이목대,4.2,안훈이,"높지도 않은데
한옥마을을 다 내려다 볼 수 있어서 좋음",5
오목대와 이목대,4.2,yeonji k,산책하기 좋아요.,5
오목대와 이목대,4.2,Seokjoo Lee,나무가 많아서 한옥마을 전경보기가 어렵다. 시원한 바람느끼며 여행의 피로를 풀기에 좋다,3
오목대와 이목대,4.2,rachel lee,밤에 올라가서 쉬기 좋음. 바람 불어서 많이 시원한건 아니니 기대하지 말자! 그리고 야경 1도 안보임 ㅎㅎ,4
오목대와 이목대,4.2,김영진,오목대 자체는 작았지만 근처에 정자도 있어서 사진을 잘 찍었다,4
오목대와 이목대,4.2,Chacha,"전주 한옥마을의 대표 관광지.

한옥마을 와서 여길 안와본다면 앙꼬없는 찐빵",5
오목대와 이목대,4.2,박민희,전주에 있는 오목대는 이성계 장군이 군사들과 휴식을 취한곳이라하네요.,5
오목대와 이목대,4.2,심형준,"신발 벗고 올라감
한옥마을 내려다 보기 좋은 곳은 오목대 보다는 오목대에 오르내리는 북쪽 길",3
오목대와 이목대,4.2,스타로드,공사중이네요~ 전주의 역사가 느껴지는 운치있는 곳~^^,3
오목대와 이목대,4.2,아오하하,"한옥 지붕이 쫙 보이는 뷰
근데 지금 계단 만들기 공사 중임",4
오목대와 이목대,4.2,HJ An,야경이 좋다고 해서 올라갔는데 나무들에 가려서 거의 보이는게 없음..,3
오목대와 이목대,4.2,SY K,한번쯤 가볼만한 곳입니다.,5
오목대와 이목대,4.2,Illu Coder,"해질녘
노을이 너무이뻐서 올라갔는데
야경은 이쁜데 나무가 많아서 다소 아쉽네요",4
오목대와 이목대,4.2,김상희,여행객들이 다리 아플때쯤 쉬어가혓음하는 장소,5
오목대와 이목대,4.2,K BG,밤산책 가실 때 들러주세요,4
